seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.0005419822409749031
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,1,0.6934,0.0,,,0.4641226353555119,0.2194111207293037,1,2,15,0.0,253.96724531799555
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,2,0.6934,0.0,,,0.6319308545335942,0.3074752381116672,3,4,15,15.0,464.4233921710402
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,3,0.6948,0.012067840834964122,0.6166666666666667,0.0236724248240563,0.6373939986953685,0.33363792098408607,7,8,15,15.0,600.3163623330183
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,4,0.6976,0.07729941291585127,0.5486111111111112,0.13550600343053174,0.6857236045102972,0.3724896558647579,13,14,15,15.0,683.1717924028635
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,5,0.7206,0.44944553163731243,0.5547504025764896,0.49657657657657656,0.7699189264746993,0.48631204486859314,27,28,15,15.0,763.0946107828058
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,6,0.7306,0.6559034572733203,0.550958904109589,0.598868374032162,0.8028021214441707,0.491448082171255,45,46,15,15.0,822.2513284711167
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,7,0.7661,0.7615786040443575,0.5921886888156226,0.6662862034527036,0.8281265964051903,0.5075012688946292,82,83,15,15.0,918.0855876789428
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,8,0.7909,0.7204827136333986,0.6415916352018588,0.6787524965432478,0.8051570679217008,0.4973915119552097,120,121,15,15.0,921.4111759713851
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,9,0.8141,0.6601435094585779,0.7124252023935234,0.6852886405959031,0.8366440109701268,0.5071292429658905,185,186,15,15.0,988.9966547777876
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,10,0.8353,0.7765818656229615,0.7122345198923123,0.7430176314557653,0.8496009770856756,0.5062821796785026,234,235,15,15.0,1033.8273850302212
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,11,0.8493,0.87279843444227,0.7055101502768257,0.7802886718180493,0.8381352340956381,0.5108601231886474,273,274,15,15.0,1103.299372650683
1,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,12,0.8545,0.8186562296151337,0.7362863009680258,0.7752895752895753,0.8534781393200521,0.5095234825727744,321,322,15,15.0,1141.9675336470827
