seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.00046803010627627373
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,1,0.6934,0.0,,,0.21232876712328763,0.0792313951422079,1,2,30,0.0,458.33459219010547
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,2,0.6934,0.0,,,0.4660795825179389,0.14861873897136224,3,4,30,30.0,724.4265425470658
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,3,0.6934,0.0,,,0.5872472276581866,0.1997477391778022,7,8,30,30.0,897.1407138314098
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,4,0.6966,0.014350945857795172,0.7857142857142857,0.028187059577194105,0.6486464448793214,0.311337493182845,15,16,30,30.0,1038.4670272660442
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,5,0.6978,0.053816046966731895,0.5769230769230769,0.09844868735083531,0.7188969116224666,0.427401441419734,28,29,30,30.0,1146.0910012861714
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,6,0.708,0.0949119373776908,0.6674311926605505,0.16619074814391774,0.7659467896747743,0.4466063017694415,55,56,30,30.0,1233.4843205939978
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,7,0.7223,0.2899543378995434,0.5970449966420417,0.3903402854006586,0.802783213742118,0.4761754193621075,92,93,30,30.0,1348.4892014455982
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,8,0.7536,0.37181996086105673,0.6793802145411204,0.4806070826306914,0.7971884020608486,0.5081986167665962,166,167,30,30.0,1402.2448388370685
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,9,0.7762,0.43672537508153947,0.7237837837837838,0.5447518307567127,0.8128046548369074,0.47610527309712447,236,237,30,30.0,1459.7812394187786
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,10,0.8139,0.5587084148727984,0.7712742008104457,0.6480045394363534,0.8103326810176124,0.5141151653239384,324,325,30,30.0,1542.1445225244388
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,11,0.8269,0.7899543378995434,0.6902251353662012,0.7367300380228137,0.7830964846671651,0.4808645948541257,381,382,30,30.0,1583.1313819512725
11,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,12,0.8725,0.7583170254403131,0.8132214060860441,0.7848101265822784,0.7690749635955116,0.4794602456938646,494,495,30,30.0,1634.5056555918418
