seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.0005338480696082115
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,1,0.6934,0.0,,,0.12393998695368547,0.07364584337801205,1,2,30,0.0,481.1450993330218
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,2,0.6934,0.0,,,0.3440965427266798,0.09707040958940394,3,4,30,30.0,727.5684518082999
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,3,0.6934,0.0,,,0.505218525766471,0.1556244525272894,7,8,30,30.0,877.402062621899
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,4,0.6948,0.007175472928897586,0.7333333333333333,0.014211886304909558,0.612442922374429,0.29996418558663906,15,16,30,30.0,1006.1043160310946
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,5,0.698,0.022504892367906065,0.75,0.043698543381887264,0.6380463144161774,0.37992572030535277,31,32,30,30.0,1035.7802161457948
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,6,0.7029,0.047619047619047616,0.7411167512690355,0.08948820104198589,0.7643423627562054,0.4782249554224731,56,57,30,30.0,1188.4262022669427
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,7,0.7187,0.12622309197651663,0.7428023032629558,0.2157792026763312,0.7937116764514027,0.4731934853674251,99,100,30,30.0,1258.4224296901375
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,8,0.7413,0.2782126549249837,0.6951915240423798,0.3973911017936176,0.795578941002147,0.5030007598902639,150,151,30,30.0,1332.4607932898216
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,9,0.7932,0.4709719504240052,0.764021164021164,0.5827280064568201,0.7350393092264689,0.4849776710250375,248,249,30,30.0,1314.516384431161
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,10,0.8101,0.5799086757990868,0.7442444537463374,0.6518790100824932,0.7520425636007833,0.47652661017682796,319,320,30,30.0,1412.4443638240919
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,11,0.8397,0.7273320287018917,0.7440774107440774,0.7356094342734619,0.770084289423532,0.4803815034692678,407,408,30,30.0,1490.476315310225
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,12,0.8529,0.7436399217221135,0.7689713322091062,0.7560935168297129,0.7974944239824302,0.49172250668512874,457,458,30,30.0,1570.5478833997622
