seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.00047196773812174797
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,1,0.6934,0.0,,,0.4797782126549248,0.43934096647302345,1,2,3,0.0,67.17078426014632
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,2,0.7715,0.9321591650358774,0.579128672745694,0.714410698662667,0.6079582517938682,0.5591486476823311,2,3,3,3.0,104.30057194689289
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,3,0.8117,0.9275929549902152,0.6312985571587125,0.7512878087438911,0.7399869536855836,0.5722402860130644,4,5,3,3.0,130.60579056898132
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,4,0.8117,0.9275929549902152,0.6312985571587125,0.7512878087438911,0.6914546640574037,0.5501853303138087,6,7,3,3.0,146.6932586808689
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,5,0.8698,0.9083496412263535,0.7317393589069889,0.8105355064027939,0.7707406748502639,0.5440023316766631,10,11,3,3.0,159.897520666942
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,6,0.8883,0.8926940639269406,0.7764539007092198,0.8305264754968897,0.8243096325288108,0.5467873032446966,17,18,3,3.0,175.19838169496506
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,7,0.8911,0.9230267449445532,0.7683953298941081,0.8386427618906505,0.8542195163199728,0.5901744457797711,26,27,3,3.0,183.77469674311578
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,8,0.911,0.9031311154598826,0.8236168947055325,0.8615432482887369,0.8876153201006434,0.5468275158680982,48,49,3,3.0,201.11424123309553
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,9,0.9379,0.8812785388127854,0.9131463332206826,0.8969294605809129,0.8997297549156649,0.5450029801318705,69,70,3,3.0,212.99575933022425
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,10,0.9513,0.8992172211350293,0.9393526405451448,0.9188468588568572,0.9243069907517483,0.5725340037718507,106,107,3,3.0,222.66102989483625
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,11,0.9572,0.9194390084801044,0.9396666666666667,0.9294427959116387,0.9309578169167207,0.5570227318270315,119,120,3,3.0,225.4264536560513
11,radial_segment_3d_fuzziness_003_10000_samples,3,oc1,12,0.9621,0.9253098499673842,0.949782390358219,0.9373864199570461,0.9327379803937783,0.5437962103366283,141,142,3,3.0,225.2784311180003
